FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TYPE_OF_CROP,Tipo di coltivazione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_OF_CROP_EUCODE,Codice Eurostat,NOTE_TYPE_OF_CROP,Tipo di coltivazione (NOTE_TYPE_OF_CROP),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PARSNGROPEN,Prezzemolo in piena aria,2025,1050,,,,,,,I5000_II,I5000_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SWEEILING,Basilico,2025,15258,,,,,,,I5000_III,I5000_III,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PARSNGREEN,Prezzemolo in serra,2025,4285,,,,,,,I5000_I,I5000_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHAPOHPS,'Altre piante aromatiche, medicinali e culinarie',2025,15691,,,,,,,I5000_V,I5000_V,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHFRELPULS,Altri legumi freschi,2025,102,,,,,,,V5900,V5900,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,FRESADBEAN,Fava fresca in piena aria,2025,102,,,,,,,V5900_I,V5900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,LEEKOPENFI,Porro in piena aria,2025,93596,,,,,,,V2100,V2100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,HTABG,Cavolo bianco,2025,510380,,,,,,,V1310,V1310,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,HTABG,Cavolo bianco,2026,503889,,,,,,,V1310,V1310,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SAVOBAGEIN,Cavolo verza,2025,69642,,,,,,,V1330,V1330,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SAVOBAGEIN,Cavolo verza,2026,55860,,,,,,,V1330,V1330,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHBROCI,Altri cavoli diversi dai broccoletti di rapa,2025,4223,,,,,,,V1900_II,V1900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHBROCI,Altri cavoli diversi dai broccoletti di rapa,2026,4129,,,,,,,V1900_II,V1900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,BROCINOPEN,Broccoletto di rapa in piena aria,2025,7863,,,,,,,V1900_I,V1900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,BROCINOPEN,Broccoletto di rapa in piena aria,2026,6936,,,,,,,V1900_I,V1900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CAULERAND,Cavolfiore  (e cavolo broccolo),2025,67538,,,,,,,V1100,V1100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CAULERAND,Cavolfiore  (e cavolo broccolo),2026,63245,,,,,,,V1100,V1100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PEAENFIEL,Pisello in piena aria,2025,127302,,,,,,,V5100_II,V5100_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,FRESNEYBEA,Fagiolo e fagiolino in piena aria,2025,63839,,,,,,,V5200_II,V5200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,FRESNEYBEA,Fagiolo e fagiolino in piena aria,2026,45130,,,,,,,V5200_II,V5200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SHALLOT,Scalogno in piena aria,2025,4778,,,,,,,V4220,V4220,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SHALLOT,Scalogno in piena aria,2026,5068,,,,,,,V4220,V4220,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ONIOOPENF,Cipolla in piena aria,2025,246210,,,,,,,V4210,V4210,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ONIOOPENF,Cipolla in piena aria,2026,228426,,,,,,,V4210,V4210,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CARRNDPARS,Carota e pastinaca in piena aria,2025,300629,,,,,,,V4100_II,V4100_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CARRNDPARS,Carota e pastinaca in piena aria,2026,283961,,,,,,,V4100_II,V4100_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,BEETANDLEA,Barbabietola da orto in piena aria,2025,3883,,,,,,,V4300_II,V4300_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ASPAINGREOPEN,Asparago in piena aria,2025,130776,,,,,,,V2600_II,V2600_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ASPAINGREOPEN,Asparago in piena aria,2026,129373,,,,,,,V2600_II,V2600_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CHICNOPEN,Radicchio o cicoria in piena aria,2025,823981,,,,,,,V2700_II,V2700_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CHICNOPEN,Radicchio o cicoria in piena aria,2026,571764,,,,,,,V2700_II,V2700_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CELEOPENF,Sedano in piena aria,2025,11744,,,,,,,V2200_II,V2200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,GLOBICHOKE,Carciofo in piena aria,2025,2008,,,,,,,V2800,V2800,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,GLOBICHOKE,Carciofo in piena aria,2026,2460,,,,,,,V2800,V2800,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,EGGINOPE,Melanzana in piena aria,2025,25460,,,,,,,V3410_II,V3410_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,EGGINOPE,Melanzana in piena aria,2026,23011,,,,,,,V3410_II,V3410_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,REDRINOP,Peperone in piena aria,2025,14012,,,,,,,V3600_II,V3600_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,REDRINOP,Peperone in piena aria,2026,13610,,,,,,,V3600_II,V3600_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CUCUINOPE,Cetriolo da mensa in piena aria,2025,7705,,,,,,,V3200_II,V3200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,LETTNOPEN,Lattuga in piena aria,2025,45491,,,,,,,V2300_II,V2300_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,LETTNOPEN,Lattuga in piena aria,2026,44377,,,,,,,V2300_II,V2300_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,MELOOPENFI,Popone o melone in piena aria,2025,111145,,,,,,,V3510_II,V3510_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,MELOOPENFI,Popone o melone in piena aria,2026,113131,,,,,,,V3510_II,V3510_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,COURINOPE,Zucchina in piena aria,2025,523516,,,,,,,V3420_II,V3420_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,COURINOPE,Zucchina in piena aria,2026,552162,,,,,,,V3420_II,V3420_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,WATENINOP,Cocomero in piena aria,2025,189922,,,,,,,V3520_II,V3520_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,FENNOPENF,Finocchio in piena aria,2025,11565,,,,,,,V4920_II,V4920_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,FENNOPENF,Finocchio in piena aria,2026,12289,,,,,,,V4920_II,V4920_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ENDINOPEN,Indivia (riccia e scarola) in piena aria,2025,5627,,,,,,,V2400_II,V2400_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ENDINOPEN,Indivia (riccia e scarola) in piena aria,2026,4818,,,,,,,V2400_II,V2400_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,RADIOPEN,Ravanello in piena aria,2025,3022,,,,,,,V4500_I,V4500_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SPINNOPEN,Spinacio in piena aria,2025,21653,,,,,,,V2500_II,V2500_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CHAROPENFI,Bietola da costa in piena aria,2025,20359,,,,,,,V2900_III,V2900_III,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ZUCCA,Zucca,2025,280831,,,,,,,,,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ZUCCA,Zucca,2026,291214,,,,,,,,,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,GARLIC,Aglio,2025,30909,,,,,,,V4600,V4600,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CICRADIFRE_GREEN,Cicoria o radicchio per consumo fresco in serra,2025,10425,,,,,,,V2710_I,V2710_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CICRADIFRE_OPEN,Cicoria o radicchio per consumo fresco in piena aria,2025,823981,,,,,,,V2710_II,V2710_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CICRADIFRE_OPEN,Cicoria o radicchio per consumo fresco in piena aria,2026,571764,,,,,,,V2710_II,V2710_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHALEAFSNOB,Altre verdure a foglia o a stelo diverse dalla bietola da costa,2025,104514,,,,,,,V2900_IV,V2900_IV,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OFTTOT,Pomodoro da consumo fresco o da mensa,2025,4321,,,,,,,V3110,V3110,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OFTTOT,Pomodoro da consumo fresco o da mensa,2026,3885,,,,,,,V3110,V3110,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OFTP,Pomodoro da trasformazione in piena aria,2025,1852241,,,,,,,V3120,V3120,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OFTP,Pomodoro da trasformazione in piena aria,2026,1666648,,,,,,,V3120,V3120,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PEAEENHOUS,Pisello in serra,2025,1788,,,,,,,V5100_I,V5100_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CARRGREENH,Carota in serra,2025,6603,,,,,,,V4100_I,V4100_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ASPAINGRE,Asparago in serra,2025,8844,,,,,,,V2600_I,V2600_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,RADIINGRE,Cicoria o radicchio in serra,2025,10425,,,,,,,V2700_I,V2700_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CELEGREENH,Sedano in serra,2025,12567,,,,,,,V2200_I,V2200_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,EGGINGRE,Melanzana in serra,2025,236643,,,,,,,V3410_I,V3410_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,REDRINGR,Peperone in serra,2025,119179,,,,,,,V3600S,V3600S,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CUCUINGRE,Cetriolo da mensa in serra,2025,223807,,,,,,,V3200S,V3200S,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,BEANREENHOU,Fagiolino in serra,2025,4987,,,,,,,V5200_I,V5200_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,LETTNGREEN,Lattuga in serra,2025,300159,,,,,,,V2300S,V2300S,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,MELOGREENHO,Popone o melone in serra,2025,187187,,,,,,,V3510_I,V3510_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,COURINGRE,Zucchina in serra,2025,213196,,,,,,,V3420_I,V3420_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,BEETREENHOU,Bietola da costa in serra,2025,13638,,,,,,,V2900_II,V2900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,WATENINGR,Cocomero in serra,2025,50523,,,,,,,V3520_I,V3520_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,FENNGREENH,Finocchio in serra,2025,8023,,,,,,,V4920_I,V4920_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ENDIGREENH,Indivia in serra,2025,3967,,,,,,,V2400_I,V2400_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SPINNGREEN,Spinacio in serra,2025,20938,,,,,,,V2500_I,V2500_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHEETABLESGR,Altri ortaggi (in serra e non) nca,2025,47887,,,,,,,V9000,V9000,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,TOMAGRENNH,Pomodoro in serra,2025,250382,,,,,,,V3100S,V3100S,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,TOMAGRENNH_I,Pomodoro da consumo fresco in serra,2025,250382,,,,,,,V3110_I,V3110_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,STRAIEINO,Fragola in piena aria,2025,7577,,,,,,,S0000_II,S0000_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,STRAIEINO,Fragola in piena aria,2026,8614,,,,,,,S0000_II,S0000_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,STRAIEING,Fragola in serra,2025,105385,,,,,,,S0000S,S0000S,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,APPLE,Mela,2025,2727992,,,,,,,F1110,F1110,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,APPLE,Mela,2026,3182869,,,,,,,F1110,F1110,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PLSFRFESHC,Mele per il consumo fresco,2025,2654935,,,,,,,F1111,F1111,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PLSFRFESHC,Mele per il consumo fresco,2026,3092152,,,,,,,F1111,F1111,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PLSDSIEDFO,Mele destinate alla trasformazione,2025,73057,,,,,,,F1112,F1112,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PLSDSIEDFO,Mele destinate alla trasformazione,2026,90717,,,,,,,F1112,F1112,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,QUIN,Cotogno,2025,549,,,,,,,F1190_I,F1190_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PEAR,Pera,2025,265081,,,,,,,F1120,F1120,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PEAR,Pera,2026,344909,,,,,,,F1120,F1120,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ERORSHCO,Pere per il consumo fresco,2025,250817,,,,,,,F1121,F1121,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ERORSHCO,Pere per il consumo fresco,2026,318718,,,,,,,F1121,F1121,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ERETNDFOR,Pere destinate alla trasformazione,2025,14264,,,,,,,F1122,F1122,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ERETNDFOR,Pere destinate alla trasformazione,2026,26191,,,,,,,F1122,F1122,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PEACH,Pesca,2025,132519,,,,,,,F1210,F1210,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PEACH,Pesca,2026,176342,,,,,,,F1210,F1210,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ECENEDEDF,Pesche destinate a consumo,2025,119983,,,,,,,F1211,F1211,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ECENEDEDF,Pesche destinate a consumo,2026,159425,,,,,,,F1211,F1211,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ECENEDEDFTR,Pesche destinate alla trasformazione,2025,12536,,,,,,,F1212,F1212,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ECENEDEDFTR,Pesche destinate alla trasformazione,2026,16917,,,,,,,F1212,F1212,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,NECTA,Nettarina (pesca noce),2025,127918,,,,,,,F1220,F1220,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,NECTA,Nettarina (pesca noce),2026,165831,,,,,,,F1220,F1220,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ETRNSITENDE,Nettarine destinate a consumo,2025,127918,,,,,,,F1221,F1221,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ETRNSITENDE,Nettarine destinate a consumo,2026,165831,,,,,,,F1221,F1221,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,APRIC,Albicocca,2025,32099,,,,,,,F1230,F1230,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,APRIC,Albicocca,2026,43185,,,,,,,F1230,F1230,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CHERR,Ciliegia in complesso,2025,62869,,,,,,,F1240,F1240,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ORCERE,Amarene,2025,1205,,,,,,,F1241,F1241,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ORCERE,Amarene,2026,1576,,,,,,,F1241,F1241,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SWCHERRIES,Ciliegie dolci,2025,61664,,,,,,,F1242,F1242,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,SWCHERRIES,Ciliegie dolci,2026,112235,,,,,,,F1242,F1242,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PLUM,Susina/prugna,2025,94312,,,,,,,F1250,F1250,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,PLUM,Susina/prugna,2026,108178,,,,,,,F1250,F1250,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,MEDLAR,Nespola comune,2025,146,,,,,,,F1190_II,F1190_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,FIG,Fico,2025,2016,,,,,,,F2100,F2100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,KIWI,Kiwi,2025,505510,,,,,,,F2200,F2200,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,KIWI,Kiwi,2026,529564,,,,,,,F2200,F2200,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,LOTU,Loti o kaki,2025,33114,,,,,,,F2900_I,F2900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,POMETES,Melograno,2025,31991,,,,,,,F2900_II,F2900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,REDCURRA,Ribes rosso,2025,596,,,,,,,F3120,F3120,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,BLACKCURRA,Ribes nero,2025,460,,,,,,,F3110,F3110,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ROUSPBERRI,Lampone,2025,10025,,,,,,,F3200,F3200,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,BUBRY,Mirtillo,2025,30972,,,,,,,F3300,F3300,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CRAT,Ribes,2025,1056,,,,,,,F3100,F3100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHETFRUITNOR,Altre bacche diverse da sorbo,2025,6711,,,,,,,F3900_II,F3900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ALMO,Mandorla,2025,105,,,,,,,F4300,F4300,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,ALMO,Mandorla,2026,105,,,,,,,F4300,F4300,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,HAZEL,Nocciola,2025,6147,,,,,,,F4200,F4200,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,HAZEL,Nocciola,2026,10865,,,,,,,F4200,F4200,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,CHEST,Castagne e marroni,2025,3018,,,,,,,F4400,F4400,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,WALNU,Noci,2025,37873,,,,,,,F4100,F4100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHNUTSOPI,Altra frutta a guscio diversa dal pistacchio,2025,330,,,,,,,F4910_I,F4910_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,WINEES,Uva da vino,2025,14662869,,,,,,,W1100,W1100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,WINEES,Uva da vino,2026,14662869,,,,,,,W1100,W1100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,GRAPEDOPWINE,Uve per vini dop,2025,11473826,,,,,,,W1110,W1110,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,GRAPEIGPWINE,Uve per vini igp,2025,2485884,,,,,,,W1120,W1120,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OTHGRWINODI,Uve per altri vini (escluso dop e igp),2025,703159,,,,,,,W1190,W1190,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,TABLEGRAPES,Uva da tavola,2025,17500,,,,,,,W1200,W1200,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,TABLEGRAPES,Uva da tavola,2026,17500,,,,,,,W1200,W1200,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OLIVTAB_OIL,Olive da tavola e da olio,2025,73758,,,,,,,O1000,O1000,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OLIVTAB_OIL,Olive da tavola e da olio,2026,73762,,,,,,,O1000,O1000,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OLIVT,Olive da tavola,2025,236,,,,,,,O1100,O1100,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OHROIE,Altre olive,2025,73522,,,,,,,O1900,O1900,,,,,,,,,,
A,Annuale,ITD3,Veneto,TP_QUIN_EXT,Produzione totale - quintali,OLIVO,Olive da olio,2025,73522,,,,,,,O1910,O1910,,,,,,,,,,
